record_num,year,date,month,day,month_name,latitude,longitude,weather_disturbance,barangay,location,flood_depth_text,remarks,flood_depth_cm,flood_severity,flood,is_typhoon,is_itcz,is_sw_monsoon,is_ne_monsoon,is_easterlies,is_thunderstorm,is_lpa,precipitation,temperature,humidity,wind_speed,wind_direction,temp_max,temp_min,nearest_station,distance_to_nearest_km,temp_range,station_key,station_lat,station_lon,elevation,is_monsoon_season,precip_3day_sum,precip_7day_sum,precip_3day_avg,precip_7day_avg,precip_max_3day,precip_max_7day,precip_lag1,precip_lag2,rain_streak,humidity_3day_avg,humidity_lag1,temp_humidity_interaction,humidity_precip_interaction,temp_precip_interaction,monsoon_precip_interaction,saturation_risk,heat_index,barangay_clean,barangay_encoded
98.0,2022,2022-10-30,10,30,October,14.52717665,120.9980516,STS PAENG,BACLARAN,SITIO MALIGAYA,Level,TYPE OF VEHICLE NOT PASSABLE TO,48,2,1,0,0,0,0,0,0,0,6.350805476680918,27.778942373077246,81.7368669647627,4.013560004384944,122.21439047771813,30.300101397431067,25.257783348723425,naia,2.6012532516599536,,,,,,,216.5,281.55,72.16666666666667,40.221428571428575,178.0,178.0,178.0,32.0,3,84.0,93.0,22.705637171700243,163.04951107989672,55.41370914301744,,0,28.74663258113155,baclaran,1
99.0,2022,2022-10-30,10,30,October,14.5286804,120.9972023,STS PAENG,BACLARAN,SANTIAGO ST,Level,LIGHT VEHICLE NOT PASSABLE TO,94,3,1,0,0,0,0,0,0,0,6.316953838504138,27.792478558873153,81.68442905675171,4.019431299901323,120.77603106581537,30.31796739369628,25.266989724050024,naia,2.787561978169493,,,,,,,216.5,281.55,72.16666666666667,40.221428571428575,178.0,178.0,178.0,32.0,3,84.0,93.0,22.702127431535672,162.56786869555899,55.312426826708354,,0,28.76015317346454,baclaran,1
100.0,2022,2022-10-30,10,30,October,14.50995207,121.0056774,STS PAENG,VITALEZ,URMA DRIVE,Level,ALL TYPES OF VEHICLES Not passable to light,48,2,1,0,0,0,0,0,0,0,6.496762435952164,27.70302391248694,81.99211317714176,3.9994570404759338,129.7327370128814,30.20362420001423,25.202423624959653,naia,0.5924571843910715,,,,,,,216.5,281.55,72.16666666666667,40.221428571428575,178.0,178.0,178.0,32.0,3,84.0,93.0,22.71429471981694,165.17075489734185,55.80694526897776,,0,28.669787036694338,vitalez,12
101.0,2022,2022-10-30,10,30,October,14.47124782,120.9990647,STS PAENG,SAN ISIDRO,TOP LAND VALLEY 2 SAN,Level,vehicles,20,1,1,0,0,0,0,0,0,0,6.47293919893436,27.758640519652353,81.87867269817431,3.974151653963691,125.26370101275313,30.267250223865933,25.250030815438777,naia,3.7697517465566412,,,,,,,216.5,281.55,72.16666666666667,40.221428571428575,178.0,178.0,178.0,32.0,3,84.0,93.0,22.728406416548943,164.68162368953207,55.83063136650376,,0,28.72800324762547,san isidro,8
102.0,2022,2022-10-30,10,30,October,14.46953429,121.0069681,STS PAENG,SAN ISIDRO,FELIPE VERAVILLE,N/A Above,-,20,1,1,0,0,0,0,0,0,0,6.485839434024074,27.760171596595885,81.88754739525443,3.9676417412331797,125.31012318060944,30.267851506298513,25.252491686893265,naia,3.9175269418419862,,,,,,,216.5,281.55,72.16666666666667,40.221428571428575,178.0,178.0,178.0,32.0,3,84.0,93.0,22.732123673166416,164.84071058096654,55.88159075939818,,0,28.72991916046489,san isidro,8
103.0,2022,2022-10-30,10,30,October,14.47055526,121.005368,STS PAENG,SAN ISIDRO,PHASE 2 CLARMEN,Level,- Passable to any type of,20,1,1,0,0,0,0,0,0,0,6.4830186809841885,27.757920425405736,81.8887891845951,3.9702891625487373,125.44370160687218,30.26559731670715,25.25024353410432,naia,3.797302891418437,,,,,,,216.5,281.55,72.16666666666667,40.221428571428575,178.0,178.0,178.0,32.0,3,84.0,93.0,22.730624939188164,164.8123478376938,55.86659763756301,,0,28.727475296655186,san isidro,8
104.0,2022,2022-10-30,10,30,October,14.47467159,121.0046156,STS PAENG,SAN ISIDRO,VILLAGE SILVERIO,Level Above,vehicle,20,1,1,0,0,0,0,0,0,0,6.481357997906364,27.74857272278502,81.90284206432521,3.976971564812495,126.12402076495296,30.255384116474204,25.241761329095844,naia,3.3390386658338786,,,,,,,216.5,281.55,72.16666666666667,40.221428571428575,178.0,178.0,178.0,32.0,3,84.0,93.0,22.726869692247043,164.82245271284722,55.84162527422689,,0,28.71755976007646,san isidro,8
105.0,2022,2022-10-30,10,30,October,14.47013279,121.0115039,STS PAENG,SAN ISIDRO,COMPOUND PUROK 3,alevel,-,48,2,1,0,0,0,0,0,0,0,6.492535933182509,27.75964580914583,81.89434715560365,3.9651058804764006,125.43326347884373,30.26670088550827,25.252590732783393,naia,3.911849123960001,,,,,,,216.5,281.55,72.16666666666667,40.221428571428575,178.0,178.0,178.0,32.0,3,84.0,93.0,22.733580708107866,164.9276248825988,55.90535378694126,,0,28.729518343567847,san isidro,8
106.0,2022,2022-10-30,10,30,October,14.49988816,121.0097893,STS PAENG,STO NIÑO,SITIO LIBJO,Level,-,94,3,1,0,0,0,0,0,0,0,6.497220930440763,27.704035577588613,81.99083900667542,3.9986142868438055,129.66259331136348,30.204705880165683,25.20336527501155,naia,0.7618793863831278,,,,,,,216.5,281.55,72.16666666666667,40.221428571428575,178.0,178.0,178.0,32.0,3,84.0,93.0,22.71477120877276,165.1732024418988,55.81067753852417,,0,28.670866598299558,sto niño,9
107.0,2022,2022-10-30,10,30,October,14.49826925,121.0052936,STS PAENG,STO NIÑO,HALIK ALON,Level,-,48,2,1,0,0,0,0,0,0,0,6.497058732507766,27.70356974504542,81.9914690096258,3.998981363311641,129.69550327794076,30.204203657264518,25.202935832826313,naia,0.7174485871697178,,,,,,,216.5,281.55,72.16666666666667,40.221428571428575,178.0,178.0,178.0,32.0,3,84.0,93.0,22.714563802068987,165.17269774721703,55.80913974696716,,0,28.670370632579086,sto niño,9
108.0,2022,2022-10-30,10,30,October,14.50040674,120.9927893,STS PAENG,LA HUERTA,P. Gomez St.,Level Above,-,20,1,1,0,0,0,0,0,0,0,6.4816989680333155,27.71416241023825,81.96028504777254,3.998802735271504,128.70905633254785,30.217240111315817,25.21108470916068,naia,1.373342463391583,,,,,,,216.5,281.55,72.16666666666667,40.221428571428575,178.0,178.0,178.0,32.0,3,84.0,93.0,22.7146065100339,164.94178712981196,55.773640539269785,,0,28.681208316398354,la huerta,5
,2022,2022-06-21,6,21,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,29.9,70.0,2.0,120.0,33.4,26.4,,,7.0,naia,14.5047,121.004751,21.0,1.0,20.5,20.500000000000014,6.833333333333333,2.9285714285714306,20.5,20.5,0.0,20.5,0,74.0,74.0,20.93,0.0,0.0,0.0,0,30.77333333333333,unknown,11
,2022,2022-07-17,7,17,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7.0,28.200000000000003,87.0,2.0,260.0,31.3,25.1,,,6.199999999999999,naia,14.5047,121.004751,21.0,1.0,37.0,60.100000000000016,12.333333333333334,8.585714285714287,18.0,18.0,18.0,12.0,3,83.33333333333333,84.0,24.534000000000002,180.9114141261457,58.64025147537137,7.0,0,29.34722222222222,unknown,11
,2022,2022-10-22,10,22,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,30.3,72.0,2.0,100.0,33.6,27.0,,,6.600000000000001,naia,14.5047,121.004751,21.0,1.0,0.55,31.55000000000001,0.18333333333333335,4.507142857142859,0.5,16.0,0.05,0.5,0,75.66666666666667,77.0,21.816,0.0,0.0,0.0,0,31.265555555555554,unknown,11
,2022,2022-07-02,7,2,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,30.25,73.0,2.0,120.0,33.4,27.1,,,6.299999999999997,naia,14.5047,121.004751,21.0,1.0,2.0,41.500000000000014,0.6666666666666666,5.928571428571431,1.5,31.5,0.5,1.5,0,74.66666666666667,78.0,22.0825,0.0,0.0,0.0,0,31.236666666666665,unknown,11
,2022,2022-08-08,8,8,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6.0,27.1,91.0,2.0,110.0,29.7,24.5,,,5.199999999999999,naia,14.5047,121.004751,21.0,1.0,64.0,119.00000000000001,21.333333333333332,17.000000000000004,41.5,41.5,41.5,16.5,6,88.0,87.0,24.660999999999998,177.0778235640335,52.73416503939899,6.0,0,28.24166666666667,unknown,11
,2022,2022-06-18,6,18,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,30.9,72.0,2.0,130.0,35.1,26.7,,,8.400000000000002,naia,14.5047,121.004751,21.0,1.0,0.0,60.000000000000014,0.0,8.571428571428573,0.0,28.0,0.0,0.0,0,68.33333333333333,64.0,22.247999999999998,0.0,0.0,0.0,0,31.925555555555555,unknown,11
,2022,2022-09-30,9,30,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.05,29.1,74.0,2.0,130.0,32.2,26.0,,,6.200000000000003,naia,14.5047,121.004751,21.0,1.0,43.6,137.15,14.533333333333333,19.592857142857145,43.5,45.0,0.05,43.5,0,78.33333333333333,81.0,21.534000000000002,3.610472148537968,1.4197937773304712,0.05,0,29.997777777777774,unknown,11
,2022,2022-11-27,11,27,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,28.55,68.0,3.0,110.0,31.6,25.5,,,6.100000000000001,naia,14.5047,121.004751,21.0,1.0,0.05,3.6,0.016666666666666666,0.5142857142857143,0.05,2.5,0.0,0.05,0,70.0,68.0,19.414,0.0,0.0,0.0,0,29.236111111111104,unknown,11
,2022,2022-09-20,9,20,,,,,,,,,0,0,0,0,0,0,0,0,0,0,8.5,26.0,93.0,2.0,220.0,27.6,24.4,,,3.200000000000003,naia,14.5047,121.004751,21.0,1.0,51.0,52.100000000000016,17.0,7.442857142857145,34.5,34.5,34.5,8.0,3,89.0,92.0,24.18,209.37013727040406,58.53358676376888,8.5,0,27.083888888888893,unknown,11
,2022,2022-10-23,10,23,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.0,29.700000000000003,73.0,2.0,110.0,33.1,26.3,,,6.800000000000001,naia,14.5047,121.004751,21.0,1.0,1.05,30.55000000000001,0.35000000000000003,4.364285714285716,1.0,16.0,0.0,0.05,1,74.0,72.0,21.681000000000004,50.59974418087601,20.586471262630376,1.0,0,30.631666666666668,unknown,11
,2022,2022-06-26,6,26,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3.5,29.5,81.0,2.0,210.0,33.0,26.0,,,7.0,naia,14.5047,121.004751,21.0,1.0,3.5,17.550000000000015,1.1666666666666667,2.5071428571428593,3.5,14.0,0.0,0.0,1,76.66666666666667,75.0,23.895,121.83026913887821,44.37028320490009,3.5,0,30.620555555555548,unknown,11
,2022,2022-11-03,11,3,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.5,29.15,81.0,2.0,120.0,32.8,25.5,,,7.299999999999997,naia,14.5047,121.004751,21.0,1.0,14.0,231.5,4.666666666666667,33.07142857142857,8.0,178.0,5.5,8.0,7,82.33333333333333,83.0,23.6115,32.842673756761315,11.81930790135299,0.5,0,30.235555555555557,unknown,11
,2022,2022-07-13,7,13,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.05,29.15,79.0,3.0,270.0,31.7,26.6,,,5.099999999999998,naia,14.5047,121.004751,21.0,1.0,23.05,43.05000000000001,7.683333333333334,6.150000000000001,15.5,16.0,7.5,15.5,0,80.66666666666667,85.0,23.028499999999998,3.854422969385128,1.4222332855389428,0.05,0,30.18333333333333,unknown,11
,2022,2022-09-29,9,29,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.05,28.5,81.0,2.0,350.0,31.0,26.0,,,5.0,naia,14.5047,121.004751,21.0,1.0,57.05,157.60000000000002,19.016666666666666,22.514285714285716,43.5,45.0,43.5,13.5,0,80.33333333333333,80.0,23.085,3.952003297723992,1.3905196788288121,0.05,0,29.520555555555557,unknown,11
,2022,2022-06-17,6,17,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,32.0,64.0,3.0,120.0,36.0,28.0,,,8.0,naia,14.5047,121.004751,21.0,1.0,0.0,60.000000000000014,0.0,8.571428571428573,0.0,28.0,0.0,0.0,0,69.66666666666667,69.0,20.48,0.0,0.0,0.0,0,32.926666666666655,unknown,11
,2022,2022-09-22,9,22,,,,,,,,,0,0,0,0,0,0,0,0,0,0,14.5,27.85,86.0,2.0,270.0,30.4,25.3,,,5.099999999999998,naia,14.5047,121.004751,21.0,1.0,23.5,66.10000000000002,7.833333333333333,9.442857142857147,14.5,34.5,0.5,8.5,5,86.66666666666667,81.0,23.951,235.71224205756727,76.33239466631684,14.5,0,28.936111111111106,unknown,11
,2022,2022-09-24,9,24,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.05,29.7,77.0,2.0,290.0,32.4,27.0,,,5.399999999999999,naia,14.5047,121.004751,21.0,1.0,35.05,86.55000000000003,11.683333333333332,12.364285714285717,20.5,34.5,20.5,14.5,0,82.33333333333333,84.0,22.869,3.756842641046264,1.4490678758321303,0.05,0,30.73611111111111,unknown,11
,2022,2022-08-23,8,23,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,26.0,93.0,3.0,240.0,28.0,24.0,,,4.0,naia,14.5047,121.004751,21.0,1.0,,0.0,,0.0,,0.0,,,0,84.0,81.0,24.18,,,,0,27.083888888888893,unknown,11
,2022,2022-06-11,6,11,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,31.65,69.0,2.0,160.0,35.6,27.7,,,7.900000000000002,naia,14.5047,121.004751,21.0,1.0,0.0,63.500000000000014,0.0,9.071428571428573,0.0,45.0,0.0,0.0,0,68.0,66.0,21.8385,0.0,0.0,0.0,0,32.67222222222222,unknown,11
,2022,2022-09-25,9,25,,,,,,,,,0,0,0,0,0,0,0,0,0,0,45.0,25.85,91.0,6.0,230.0,28.4,23.3,,,5.099999999999998,naia,14.5047,121.004751,21.0,1.0,65.55,123.55000000000001,21.849999999999998,17.650000000000002,45.0,45.0,0.05,20.5,1,84.0,77.0,23.5235,348.40636708050766,98.97038009924312,45.0,1,26.866666666666667,unknown,11
,2022,2022-06-20,6,20,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,30.3,74.0,2.0,310.0,34.1,26.5,,,7.600000000000001,naia,14.5047,121.004751,21.0,1.0,20.5,48.500000000000014,6.833333333333333,6.928571428571431,20.5,28.0,20.5,0.0,0,74.66666666666667,78.0,22.422000000000004,0.0,0.0,0.0,0,31.317777777777767,unknown,11
,2022,2022-08-07,8,7,,,,,,,,,0,0,0,0,0,0,0,0,0,0,41.5,28.150000000000002,87.0,2.0,170.0,32.2,24.1,,,8.100000000000001,naia,14.5047,121.004751,21.0,1.0,99.5,117.50000000000001,33.166666666666664,16.78571428571429,41.5,41.5,16.5,41.5,5,89.0,86.0,24.4905,326.2068546059423,105.54853973743995,41.5,1,29.29222222222223,unknown,11
,2022,2022-08-01,8,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4.5,28.25,86.0,3.0,280.0,31.8,24.7,,,7.100000000000001,naia,14.5047,121.004751,21.0,1.0,52.5,75.00000000000001,17.5,10.714285714285717,41.5,41.5,6.5,41.5,5,88.66666666666667,89.0,24.295,146.6083359325046,48.15913360573551,4.5,0,29.37611111111111,unknown,11
,2022,2022-11-22,11,22,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.05,29.5,71.0,3.0,110.0,32.4,26.6,,,5.799999999999997,naia,14.5047,121.004751,21.0,1.0,12.55,41.55,4.183333333333334,5.935714285714285,10.0,13.5,2.5,10.0,0,76.66666666666667,81.0,20.945,3.464101656029672,1.439309842998244,0.05,0,30.35944444444444,unknown,11
,2022,2022-11-24,11,24,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.0,29.5,67.0,3.0,110.0,33.0,26.0,,,7.0,naia,14.5047,121.004751,21.0,1.0,1.05,30.55,0.35000000000000003,4.364285714285715,1.0,13.5,0.0,0.05,1,69.66666666666667,71.0,19.765,46.44086109751633,20.447841826518385,1.0,0,30.254999999999995,unknown,11
,2022,2022-11-17,11,17,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3.0,28.200000000000003,76.0,3.0,100.0,31.6,24.8,,,6.800000000000001,naia,14.5047,121.004751,21.0,1.0,13.0,20.0,4.333333333333333,2.857142857142857,9.0,9.0,9.0,1.0,3,75.0,74.0,21.432000000000002,105.35837144511169,39.09350098358092,3.0,0,29.060000000000002,unknown,11
,2022,2022-09-28,9,28,,,,,,,,,0,0,0,0,0,0,0,0,0,0,43.5,29.099999999999998,80.0,2.0,250.0,32.8,25.4,,,7.399999999999999,naia,14.5047,121.004751,21.0,1.0,92.0,172.05,30.666666666666668,24.57857142857143,43.5,45.0,13.5,35.0,4,82.0,80.0,23.28,303.6391351337756,110.44873540491086,43.5,0,30.15444444444445,unknown,11
,2022,2022-08-06,8,6,,,,,,,,,0,0,0,0,0,0,0,0,0,0,16.5,27.450000000000003,86.0,2.0,250.0,29.6,25.3,,,4.300000000000001,naia,14.5047,121.004751,21.0,1.0,71.0,82.50000000000001,23.666666666666668,11.785714285714288,41.5,41.5,41.5,13.0,4,87.66666666666667,94.0,23.607000000000003,246.14927575993428,78.56741418151393,16.5,0,28.49611111111111,unknown,11
,2022,2022-08-31,8,31,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.5,28.15,83.0,2.0,230.0,30.3,26.0,,,4.300000000000001,naia,14.5047,121.004751,21.0,1.0,14.5,41.000000000000014,4.833333333333333,8.200000000000003,8.0,26.5,8.0,6.0,4,82.66666666666667,84.0,23.3645,33.65360397297764,11.413842793244827,0.5,0,29.187777777777782,unknown,11
,2022,2022-07-27,7,27,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,29.9,80.0,4.0,250.0,32.6,27.2,,,5.400000000000002,naia,14.5047,121.004751,21.0,1.0,28.999999999999996,30.000000000000014,9.666666666666666,4.285714285714287,19.5,19.5,19.5,9.5,0,79.66666666666667,82.0,23.92,0.0,0.0,0.0,0,31.03444444444444,unknown,11
,2022,2022-07-01,7,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.5,28.799999999999997,78.0,4.0,230.0,32.3,25.3,,,6.9999999999999964,naia,14.5047,121.004751,21.0,1.0,6.5,41.500000000000014,2.1666666666666665,5.928571428571431,4.5,31.5,1.5,4.5,4,75.0,73.0,22.463999999999995,31.626278432436823,11.677395113515134,0.5,0,29.772222222222226,unknown,11
,2022,2022-10-09,10,9,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,30.3,64.0,2.0,50.0,33.6,27.0,,,6.600000000000001,naia,14.5047,121.004751,21.0,1.0,1.05,4.550000000000014,0.35000000000000003,0.650000000000002,1.0,3.5,0.05,1.0,0,70.33333333333333,73.0,19.392,0.0,0.0,0.0,0,31.056666666666658,unknown,11
,2022,2022-10-27,10,27,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,29.2,67.0,2.0,340.0,31.4,27.0,,,4.399999999999999,naia,14.5047,121.004751,21.0,1.0,65.0,66.10000000000002,21.666666666666668,9.442857142857147,65.0,65.0,0.0,65.0,0,75.66666666666667,69.0,19.564,0.0,0.0,0.0,0,29.925000000000004,unknown,11
,2022,2022-07-03,7,3,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,30.75,73.0,2.0,280.0,33.9,27.6,,,6.299999999999997,naia,14.5047,121.004751,21.0,1.0,0.5,38.000000000000014,0.16666666666666666,5.428571428571431,0.5,31.5,0.0,0.5,0,74.66666666666667,73.0,22.4475,0.0,0.0,0.0,0,31.786666666666665,unknown,11
,2022,2022-06-14,6,14,,,,,,,,,0,0,0,0,0,0,0,0,0,0,28.0,30.65,74.0,2.0,250.0,36.1,25.2,,,10.900000000000002,naia,14.5047,121.004751,21.0,1.0,60.0,105.00000000000001,20.0,15.000000000000002,28.0,45.0,26.5,5.5,3,76.33333333333333,76.0,22.680999999999997,249.1798914189991,103.20761718908543,28.0,0,31.70277777777777,unknown,11
,2022,2022-07-14,7,14,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.05,29.75,82.0,3.0,260.0,32.8,26.7,,,6.099999999999998,naia,14.5047,121.004751,21.0,1.0,7.6,42.100000000000016,2.533333333333333,6.014285714285717,7.5,16.0,0.05,7.5,0,82.0,79.0,24.395,4.000793461893424,1.451507384040602,0.05,0,30.921666666666667,unknown,11
,2022,2022-11-11,11,11,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,29.200000000000003,73.0,2.0,110.0,31.8,26.6,,,5.199999999999999,naia,14.5047,121.004751,21.0,1.0,4.5,17.55,1.5,2.507142857142857,4.5,13.0,4.5,0.0,0,75.33333333333333,80.0,21.316000000000003,0.0,0.0,0.0,0,30.081666666666667,unknown,11
,2022,2022-10-18,10,18,,,,,,,,,0,0,0,0,0,0,0,0,0,0,10.0,28.05,77.0,2.0,240.0,31.1,25.0,,,6.100000000000001,naia,14.5047,121.004751,21.0,1.0,15.0,15.100000000000014,5.0,2.1571428571428592,10.0,10.0,3.0,2.0,3,77.33333333333333,78.0,21.598499999999998,184.63793600547453,67.2609624019943,10.0,0,28.921111111111113,unknown,11
,2022,2022-09-08,9,8,,,,,,,,,0,0,0,0,0,0,0,0,0,0,47.0,28.9,76.0,3.0,270.0,34.1,23.7,,,10.400000000000002,naia,14.5047,121.004751,21.0,1.0,73.0,134.5,24.333333333333332,19.214285714285715,47.0,47.0,0.0,26.0,1,75.0,71.0,21.964000000000002,294.2112768289997,111.87770921523804,47.0,0,29.82999999999999,unknown,11
,2022,2022-11-12,11,12,,,,,,,,,0,0,0,0,0,0,0,0,0,0,7.0,27.950000000000003,79.0,2.0,30.0,30.1,25.8,,,4.300000000000001,naia,14.5047,121.004751,21.0,1.0,11.5,11.55,3.8333333333333335,1.6500000000000001,7.0,7.0,0.0,4.5,1,77.33333333333333,73.0,22.0805,164.27588179270703,58.12039108995142,7.0,0,28.86333333333333,unknown,11
,2022,2022-07-10,7,10,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.5,30.900000000000002,74.0,2.0,130.0,35.2,26.6,,,8.600000000000001,naia,14.5047,121.004751,21.0,1.0,19.0,35.000000000000014,6.333333333333333,5.000000000000002,16.0,16.0,16.0,2.5,7,78.0,79.0,22.866000000000003,30.004418000004165,12.52887184054228,0.5,0,31.977777777777778,unknown,11
,2022,2022-09-19,9,19,,,,,,,,,0,0,0,0,0,0,0,0,0,0,34.5,26.65,92.0,2.0,220.0,29.3,24.0,,,5.300000000000001,naia,14.5047,121.004751,21.0,1.0,42.55,44.600000000000016,14.183333333333332,6.371428571428574,34.5,34.5,8.0,0.05,2,84.33333333333333,82.0,24.517999999999997,328.39700807628606,95.12804636122851,34.5,1,27.772777777777776,unknown,11
,2022,2022-08-26,8,26,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,28.55,81.0,2.0,270.0,33.0,24.1,,,8.899999999999999,naia,14.5047,121.004751,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,80.0,72.0,23.125500000000002,,,,0,29.57555555555555,unknown,11
,2022,2022-08-09,8,9,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.5,28.35,80.0,2.0,280.0,31.0,25.7,,,5.300000000000001,naia,14.5047,121.004751,21.0,1.0,48.0,119.50000000000001,16.0,17.071428571428573,41.5,41.5,6.0,41.5,7,86.0,91.0,22.68,32.437208648653154,11.49493581486646,0.5,0,29.329444444444448,unknown,11
,2022,2022-10-25,10,25,,,,,,,,,0,0,0,0,0,0,0,0,0,0,65.0,26.9,91.0,2.0,40.0,29.8,24.0,,,5.800000000000001,naia,14.5047,121.004751,21.0,1.0,66.05,82.60000000000002,22.016666666666666,11.800000000000002,65.0,65.0,0.05,1.0,1,78.66666666666667,72.0,24.479,381.2585815244047,112.70171256051083,65.0,1,28.021666666666672,unknown,11
,2022,2022-06-03,6,3,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,29.95,75.0,3.0,260.0,32.9,27.0,,,5.899999999999999,naia,14.5047,121.004751,21.0,1.0,11.55,35.600000000000016,3.85,5.085714285714288,11.5,13.5,0.05,11.5,0,80.66666666666667,78.0,22.4625,0.0,0.0,0.0,0,30.95888888888889,unknown,11
,2022,2022-09-11,9,11,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,28.700000000000003,83.0,4.0,230.0,31.3,26.1,,,5.199999999999999,naia,14.5047,121.004751,21.0,1.0,52.5,125.50000000000001,17.5,17.92857142857143,35.5,47.0,35.5,17.0,0,84.66666666666667,88.0,23.821000000000005,0.0,0.0,0.0,0,29.792777777777776,unknown,11
,2022,2022-10-03,10,3,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3.5,28.15,87.0,1.0,330.0,30.1,26.2,,,3.900000000000002,naia,14.5047,121.004751,21.0,1.0,4.05,61.15000000000001,1.3499999999999999,8.735714285714288,3.5,43.5,0.5,0.05,2,76.0,74.0,24.490499999999997,130.85473351953584,42.339778719252116,3.5,0,29.29222222222223,unknown,11
,2022,2022-11-07,11,7,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.05,29.4,77.0,2.0,100.0,32.4,26.4,,,6.0,naia,14.5047,121.004751,21.0,1.0,13.05,29.05,4.3500000000000005,4.15,13.0,13.0,0.0,13.0,0,75.0,73.0,22.637999999999998,3.756842641046264,1.4344308265813008,0.05,0,30.4061111111111,unknown,11
,2022,2022-07-23,7,23,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,30.6,79.0,2.0,230.0,34.2,27.0,,,7.200000000000003,naia,14.5047,121.004751,21.0,1.0,0.9999999999999964,12.050000000000015,0.33333333333333215,1.7214285714285735,1.0,7.0,0.0,1.0,0,79.66666666666667,77.0,24.174,0.0,0.0,0.0,0,31.77833333333334,unknown,11
,2022,2022-08-17,8,17,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,28.6,78.0,3.0,260.0,31.5,25.7,,,5.800000000000001,naia,14.5047,121.004751,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,83.0,79.0,22.308000000000003,,,,0,29.552222222222227,unknown,11
,2022,2022-07-28,7,28,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1.5,29.3,81.0,4.0,260.0,32.2,26.4,,,5.800000000000004,naia,14.5047,121.004751,21.0,1.0,20.999999999999996,30.500000000000014,6.999999999999999,4.357142857142859,19.5,19.5,0.0,19.5,1,81.0,80.0,23.733,74.21954928180656,26.847318443912744,1.5,0,30.400555555555556,unknown,11
,2022,2022-01-20,1,20,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.5,27.85,75.0,2.0,120.0,31.4,24.3,,,7.099999999999998,naia,14.5047,121.004751,21.0,0.0,0.55,0.5500000000000071,0.18333333333333335,0.0785714285714296,0.5,0.5,0.05,0.0,1,70.66666666666667,71.0,20.8875,30.40988310811233,11.292203260812379,0.0,0,28.648888888888887,unknown,11
,2022,2022-02-12,2,12,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,29.3,68.0,3.0,110.0,33.2,25.4,,,7.800000000000004,naia,14.5047,121.004751,21.0,0.0,0.0,0.5000000000000071,0.0,0.07142857142857244,0.0,0.5,0.0,0.0,0,66.66666666666667,68.0,19.924,0.0,0.0,0.0,0,30.061111111111114,unknown,11
,2022,2022-12-05,12,5,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.0,28.200000000000003,74.0,2.0,110.0,30.8,25.6,,,5.199999999999999,naia,14.5047,121.004751,21.0,0.0,0.1,10.149999999999999,0.03333333333333333,1.4499999999999997,0.05,5.5,0.05,0.05,0,72.66666666666667,73.0,20.868000000000002,0.0,0.0,0.0,0,29.007777777777775,unknown,11
